id;datasetid;datasetname;type;modified;language;license;rightsholder;accessrights;bibliographiccitation;references;institutionid;institutioncode;ownerinstitutioncode;basisofrecord;informationwithheld;datageneralizations;scientificname;taxonrank;ocurrenceid;catalognumber;othercatalognumbers;recordedby;organismquantity;organismquantitytype;sex;lifestage;reproductivecondition;behaviour;establishmentmeans;occurrencestatus;occurrenceremarks;parenteventid;eventid;yeareventdate;montheventdate;dayeventdate;verbatimeventdate;eventtime;samplingprotocol;samplingsizevalue;samplingsizeunit;samplingeffort;habitat;stateprovince;county;municipality;waterbody;island;minimumdepthinmeters;maximumdepthinmeters;minimumelevationinmeters;maximumelevationinmeters;georeferenceremarks;identifiedby;dateidentified;identverificationstatus;identificationremarks;geodeticdatum;decimallatitude;decimalLongitude;country
47ce473b-2dd8-455a-b1ee-9e029f909784;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/47ce473b-2dd8-455a-b1ee-9e029f909784;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;47ce473b-2dd8-455a-b1ee-9e029f909784;LEP000085;;Jon Ugarte;;;;;;;;;B.D. ZERYNTHIA;;;2015;7;12;;;;;;;;Gipuzkoa;Debagoiena / Alto Deba;Oñati;;;;;1254;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
e8d1614d-a6af-4278-9542-400131dd265e;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/e8d1614d-a6af-4278-9542-400131dd265e;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;e8d1614d-a6af-4278-9542-400131dd265e;LEP000089;;;;;;;;;;;Gómez Bustillo & Fernández-Rubio, 1974;;;1974;;;El año de recolección del dato es probablemente anterior.;;;;;;;;;;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
32115549-e367-4e29-bcd8-4a3537fbfe63;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/32115549-e367-4e29-bcd8-4a3537fbfe63;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;32115549-e367-4e29-bcd8-4a3537fbfe63;LEP000090;;;;;;;;;;;Méndez, 1980;;;1964;7;5;;;;;;;;;;;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
38127d62-7109-47c2-b700-4b193f3dc497;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/38127d62-7109-47c2-b700-4b193f3dc497;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;38127d62-7109-47c2-b700-4b193f3dc497;LEP000092;;Jon Ugarte, 2017;;;;;;;;;B.D. ZERYNTHIA;;;2017;6;19;;;;;;;;;;;;;;;1205;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
c3db9f67-ebe9-433d-a4c2-3215ae5be6bc;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/c3db9f67-ebe9-433d-a4c2-3215ae5be6bc;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;c3db9f67-ebe9-433d-a4c2-3215ae5be6bc;LEP000093;;Ibai Ugarte, 2016;;;;;;;;;B.D. ZERYNTHIA;;;2016;8;6;;;;;;;;;;;;;;;1470;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
6b69b356-aea3-495c-a508-3f55238a84da;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/6b69b356-aea3-495c-a508-3f55238a84da;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;6b69b356-aea3-495c-a508-3f55238a84da;LEP000094;;Ibai Ugarte, 2016;;;;;;;;;B.D. ZERYNTHIA;;;2016;8;25;;;;;;;;;;;;;;;1475;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
1ff9317f-7469-42a9-920a-e0c55b6d7e8e;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/1ff9317f-7469-42a9-920a-e0c55b6d7e8e;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;1ff9317f-7469-42a9-920a-e0c55b6d7e8e;LEP000095;;Ibai Ugarte, 2016;;;;;;;;;B.D. ZERYNTHIA;;;2016;7;12;;;;;;;;;;;;;;;1205;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
09419bd6-bad9-4d8b-b051-29bff4bc5fed;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/09419bd6-bad9-4d8b-b051-29bff4bc5fed;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;09419bd6-bad9-4d8b-b051-29bff4bc5fed;LEP000097;;Iker Novoa, 2016;;;;;;;;;B.D. ZERYNTHIA;;;2016;7;29;;;;;;;;;;;;;;;1220;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
38d4ac00-d28e-484e-b77c-f1ee13a883af;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/38d4ac00-d28e-484e-b77c-f1ee13a883af;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;38d4ac00-d28e-484e-b77c-f1ee13a883af;LEP000098;;Iker Novoa, 2016;;;;;;;;;B.D. ZERYNTHIA;;;2016;7;29;;;;;;;;;;;;;;;1215;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
3fa539c0-ec85-4c87-8a37-b09ef16fca00;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/3fa539c0-ec85-4c87-8a37-b09ef16fca00;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;3fa539c0-ec85-4c87-8a37-b09ef16fca00;LEP000099;;Iker Novoa, 2017;;;;;;;;;B.D. ZERYNTHIA;;;2017;7;2;;;;;;;;;;;;;;;1125;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
0a4bb613-27a3-401d-813d-128ce50c02dc;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/0a4bb613-27a3-401d-813d-128ce50c02dc;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;0a4bb613-27a3-401d-813d-128ce50c02dc;LEP000100;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1976;7;30;;;;;;;;Álava;Añana;Kuartango;;;;;605;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
dd02f415-8a5f-4869-91d1-cc02e48f10f6;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/dd02f415-8a5f-4869-91d1-cc02e48f10f6;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;dd02f415-8a5f-4869-91d1-cc02e48f10f6;LEP000101;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1977;7;24;;;;;;;;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;;;;;850;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
9a386a21-200a-40a7-ae02-abb04421a7f3;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/9a386a21-200a-40a7-ae02-abb04421a7f3;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;9a386a21-200a-40a7-ae02-abb04421a7f3;LEP000102;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1977;8;24;;;;;;;;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;;;;;850;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
f01ad924-11dc-4e34-9f71-0f4f83eedcf6;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/f01ad924-11dc-4e34-9f71-0f4f83eedcf6;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;f01ad924-11dc-4e34-9f71-0f4f83eedcf6;LEP000103;;A. Esteban;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1983;7;9;;;;;;;;;;;;;;;782;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
fc179ac7-c2b3-43a7-a8d8-37408c1ba996;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/fc179ac7-c2b3-43a7-a8d8-37408c1ba996;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;fc179ac7-c2b3-43a7-a8d8-37408c1ba996;LEP000104;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1975;7;20;;;;;;;;;;;;;;;900;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
bdc1d946-a8bc-48d0-977b-8fc27a49e41d;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/bdc1d946-a8bc-48d0-977b-8fc27a49e41d;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;bdc1d946-a8bc-48d0-977b-8fc27a49e41d;LEP000105;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1979;7;29;;;;;;;;;;;;;;;900;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
c6c42e2a-001c-43c2-8ea0-232778c0cc66;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/c6c42e2a-001c-43c2-8ea0-232778c0cc66;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;c6c42e2a-001c-43c2-8ea0-232778c0cc66;LEP000106;;J.M. Salazar;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1980;8;16;;;;;;;;;;;;;;;900;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
ef15d866-5d19-4eea-a3de-b6dd8a9d9755;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/ef15d866-5d19-4eea-a3de-b6dd8a9d9755;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;ef15d866-5d19-4eea-a3de-b6dd8a9d9755;LEP000107;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1981;8;16;;;;;;;;;;;;;;;900;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
e0cbd717-c0ea-4aeb-b7a0-0ae5e43c01c5;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/e0cbd717-c0ea-4aeb-b7a0-0ae5e43c01c5;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;e0cbd717-c0ea-4aeb-b7a0-0ae5e43c01c5;LEP000108;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1983;8;29;;;;;;;;;;;;;;;900;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
1848827a-0d81-4100-95a3-85cb1d20caca;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/1848827a-0d81-4100-95a3-85cb1d20caca;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;1848827a-0d81-4100-95a3-85cb1d20caca;LEP000109;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1985;7;27;;;;;;;;;;;;;;;900;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
dfa3bc2b-5e71-4aef-b582-460aeaeea32d;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/dfa3bc2b-5e71-4aef-b582-460aeaeea32d;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;dfa3bc2b-5e71-4aef-b582-460aeaeea32d;LEP000111;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1973;7;30;;;;;;;;;;;;;;;1480;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
6cdfd211-e8fb-498f-bb4b-f15862d097b1;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/6cdfd211-e8fb-498f-bb4b-f15862d097b1;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;6cdfd211-e8fb-498f-bb4b-f15862d097b1;LEP000112;;Julio Arbosa;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1975;8;16;;;;;;;;;;;;;;;1480;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
9d02e1b5-6bf3-41c9-aba5-49c48dc319a7;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/9d02e1b5-6bf3-41c9-aba5-49c48dc319a7;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;9d02e1b5-6bf3-41c9-aba5-49c48dc319a7;LEP000113;;I. Gonzalo;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1976;7;4;;;;;;;;;;;;;;;1480;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
c6f74e73-50f4-426f-b87c-14847912868d;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/c6f74e73-50f4-426f-b87c-14847912868d;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;c6f74e73-50f4-426f-b87c-14847912868d;LEP000114;;Ibon de Olano;;;;;;;;;Museo de Ciencias Naturales de Álava;;;1981;8;19;;;;;;;;;;;;;;;1480;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
a49e43bc-6e84-4ca6-a8be-94fd9c2e95be;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/a49e43bc-6e84-4ca6-a8be-94fd9c2e95be;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;a49e43bc-6e84-4ca6-a8be-94fd9c2e95be;LEP000294;;;;;;;;;;;Gómez de Aizpúrua, 1988;;;1988;10;10;El año de recolección del dato es probablemente anterior.;;;;;;;;;;;;;;1020;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
b0bb0a3c-af1c-4528-9f22-1f7ce6f38948;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/b0bb0a3c-af1c-4528-9f22-1f7ce6f38948;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;b0bb0a3c-af1c-4528-9f22-1f7ce6f38948;LEP000295;;;;;;;;;;;Gómez de Aizpúrua, 1988;;;1988;10;30;El año de recolección del dato es probablemente anterior.;;;;;;;;;;;;;;1020;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
477d30d6-adf4-46b8-8e76-1fc8ca8a277e;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/477d30d6-adf4-46b8-8e76-1fc8ca8a277e;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;477d30d6-adf4-46b8-8e76-1fc8ca8a277e;LEP000297;;Fernando de Juana;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2018;4;30;;;;;;;;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;;;;;641;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
5df98819-8ceb-415d-9df9-03915215a3d2;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/5df98819-8ceb-415d-9df9-03915215a3d2;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;5df98819-8ceb-415d-9df9-03915215a3d2;LEP000298;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2018;5;6;;;;;;;;Álava;Gorbeialdea / Estribaciones del Gorbea;Urkabustaiz;;;;;676;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
166a7d26-58cf-43e1-af14-1283217072fe;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/166a7d26-58cf-43e1-af14-1283217072fe;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;166a7d26-58cf-43e1-af14-1283217072fe;LEP000299;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2018;5;19;;;;;;;;Álava;Añana;Valdegovía/Gaubea;;;;;702;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
513afd3e-f4bb-4bba-81d5-27b188e6fd20;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/513afd3e-f4bb-4bba-81d5-27b188e6fd20;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;513afd3e-f4bb-4bba-81d5-27b188e6fd20;LEP000300;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2018;5;11;;;;;;;;Álava;Arabako Lautada / Llanada Alavesa;Alegría-Dulantzi;;;;;585;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
55112f44-facd-477f-a0f0-bfe296ef4cf4;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/55112f44-facd-477f-a0f0-bfe296ef4cf4;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;55112f44-facd-477f-a0f0-bfe296ef4cf4;LEP000301;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2016;6;4;;;;;;;;Álava;Gorbeialdea / Estribaciones del Gorbea;Zigoitia;;;;;560;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
105abe86-dbd5-474a-82fe-8d28cfbe10dc;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/105abe86-dbd5-474a-82fe-8d28cfbe10dc;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;105abe86-dbd5-474a-82fe-8d28cfbe10dc;LEP000302;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2017;4;15;;;;;;;;Álava;Gorbeialdea / Estribaciones del Gorbea;Zigoitia;;;;;560;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
d977597e-ed27-4619-8609-da8d94bdda08;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/d977597e-ed27-4619-8609-da8d94bdda08;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;d977597e-ed27-4619-8609-da8d94bdda08;LEP000303;;Fernando de Juana;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2018;5;6;;;;;;;;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;;;;;525;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
9ba06de5-7d76-40dd-b910-2e0d0593e465;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/9ba06de5-7d76-40dd-b910-2e0d0593e465;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;9ba06de5-7d76-40dd-b910-2e0d0593e465;LEP000304;;Fernando de Juana;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2018;6;20;;;;;;;;Álava;Gorbeialdea / Estribaciones del Gorbea;Zuia;;;;;818;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
ca86699e-83f3-4f73-959d-1390df55da7c;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/ca86699e-83f3-4f73-959d-1390df55da7c;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;ca86699e-83f3-4f73-959d-1390df55da7c;LEP000306;;Fernando de Juana;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2019;4;27;;;;;;;;Álava;Arabako Lautada / Llanada Alavesa;Elburgo/Burgelu;;;;;627;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
3452f6d2-a5b6-4c86-a8c9-ccdd493da845;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/3452f6d2-a5b6-4c86-a8c9-ccdd493da845;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;3452f6d2-a5b6-4c86-a8c9-ccdd493da845;LEP000307;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2019;5;12;;;;;;;;Álava;Arabako Lautada / Llanada Alavesa;Elburgo/Burgelu;;;;;627;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
ab5ee36f-e85e-424b-88b0-dc897bf9faa2;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/ab5ee36f-e85e-424b-88b0-dc897bf9faa2;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;ab5ee36f-e85e-424b-88b0-dc897bf9faa2;LEP000308;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2021;5;13;El año de recolección del dato es probablemente anterior.;;;;;;;Álava;Añana;Valdegovía/Gaubea;;;;;749;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
673e7b83-45a5-4773-b6d6-501240428d7d;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/673e7b83-45a5-4773-b6d6-501240428d7d;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;673e7b83-45a5-4773-b6d6-501240428d7d;LEP000310;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2017;4;16;;;;;;;;Álava;Gorbeialdea / Estribaciones del Gorbea;Zuia;;;;;700;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
0f644d47-6598-4710-b089-9ffa5aac2e10;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/0f644d47-6598-4710-b089-9ffa5aac2e10;ejgv;GV;GV;HumanObservation;;;Eriogaster catax Linnaeus, 1758;Species;0f644d47-6598-4710-b089-9ffa5aac2e10;LEP000314;;Óscar Aedo;;;;;;;;;DE  JUANA, F., AEDO, Ó.  2021;;;2018;5;5;;;;;;;;Álava;Arabako Lautada / Llanada Alavesa;Asparrena;;;;;627;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
